24/04/11 19:33:33|水原三平|9999
24/05/19 19:14:50|sho_o|19
24/05/19 19:15:16|sho_o|15
24/05/19 19:15:38|横山緑|19
24/05/19 19:18:18|横山緑|15
24/05/19 19:18:19|石川典行|19
24/05/19 19:18:20|石川典行|15
24/05/19 19:18:21|sho_o|19
24/05/19 19:18:23|sho_o|19
24/05/26 14:28:02|a|0
24/05/26 15:05:03|a|207
24/05/26 15:22:18|a|125
24/05/26 15:32:31|sho_o|5043
24/05/26 15:35:16|sho_o|6083
24/05/26 15:59:48|sho_o|8446
24/05/26 16:11:06|sho_o|8970
24/05/26 16:14:01|sho_o|6171
24/05/26 16:20:46|sho_o|9245
24/05/26 16:32:22|sho_o|6223
24/05/26 16:36:10||5622
24/05/26 16:40:58|sho_o|4427
24/05/26 22:42:55|sho_o|8856
24/05/26 23:45:04|sho_o|6673
24/05/26 23:48:05|sho_o|7254
24/05/26 23:55:38|sho_o|7608
24/05/26 23:56:45|sho_o|7293
24/05/26 23:59:51|sho_o|5876
24/05/27 00:06:36|sho_o|6734
24/05/27 00:12:09|sho_o|6200
24/05/27 02:14:59|sho_o|8311
24/05/27 05:47:53|sho_o|866
24/05/27 05:51:29|sho_o|5634
24/05/27 05:55:07|sho_o|7720
24/05/27 06:36:28|sho_o|5751
24/05/27 06:40:59|sho_o|7517
24/05/27 06:45:05|sho_o|6993
24/05/27 06:47:23|sho_o|7085
24/05/27 06:50:22|sho_o|3903
24/05/27 06:51:18|sho_o|6228
24/05/27 06:52:05|sho_o|6807
24/05/27 06:52:37|sho_o|7407
24/05/27 06:57:33|sho_o|5761
24/05/27 06:59:45|sho_o|6514
24/05/27 07:00:10|sho_o|7773
24/05/27 12:45:59|sho_o|5405
24/05/27 15:48:04|sho_o|6993
24/05/27 15:48:57|sho_o|7569
24/05/27 15:50:02|sho_o|5339
24/05/27 15:50:52|sho_o|7417
24/05/27 15:52:55|sho_o|6600
24/05/27 18:50:22|sho_o|7211
24/05/27 18:52:25|sho_o|8935
24/05/27 18:55:47|sho_o|7148
24/05/27 18:56:44|sho_o|8023
24/05/27 18:57:42|sho_o|8033
24/05/27 18:58:41|sho_o|6661
24/05/27 18:59:32|sho_o|5649
24/05/27 19:00:35|sho_o|7823
24/05/27 19:00:52|sho_o|8401
24/05/27 19:01:08|sho_o|9512
24/05/27 19:02:31|sho_o|5370
24/05/27 19:02:45|sho_o|8792
24/05/27 19:04:56|sho_o|5362
24/05/27 19:09:08|sho_o|7381
24/05/27 19:15:59|sho_o|9073
24/05/27 19:19:05|sho_o|8028
24/05/27 19:19:33|sho_o|7542
24/05/27 19:19:50|sho_o|8684
24/05/27 19:20:50|sho_o|7056
24/05/27 19:21:18|sho_o|7550
24/05/27 19:21:54|sho_o|7211
24/05/27 19:22:23|sho_o|7557
24/05/27 19:22:37|sho_o|8621
24/05/27 19:23:22|sho_o|7193
24/05/27 19:23:47|sho_o|7635
24/05/27 19:24:20|sho_o|6993
24/05/27 19:24:55|sho_o|7515
24/05/27 19:25:11|sho_o|8411
24/05/27 19:25:52|sho_o|6318
24/05/27 19:26:16|sho_o|7999
24/05/27 19:26:42|sho_o|7984
24/05/27 19:29:17|sho_o|8725
24/05/27 19:29:56|sho_o|9077
24/05/27 19:30:17|sho_o|8860
24/05/27 19:30:58|sho_o|6730
24/05/27 23:01:51|sho_o|5448
24/05/27 23:05:08|sho_o|7400
24/05/27 23:06:00|sho_o|6971
24/05/27 23:07:44|sho_o|6625
24/05/27 23:14:47|sho_o|5675
24/05/27 23:15:14|sho_o|7723
24/05/27 23:15:40|sho_o|7483
24/05/28 01:23:26|sho_o|6955
24/05/28 03:58:52|sho_o|8007
24/05/28 04:49:04|sho_o|6369
24/05/28 04:49:25|sho_o|8572
24/05/28 04:49:54|sho_o|7685
24/05/28 04:50:49|sho_o|6621
24/05/28 06:36:59|sho_o|6375
24/05/28 07:06:50|sho_o|5227
24/05/28 07:44:20|sho_o|8288
24/05/28 11:14:40|null|6498
24/05/28 11:14:59|null|9225
24/05/28 11:16:22|null|6816
24/05/28 11:16:45|はま|8414
24/05/28 11:17:42|はま|5208
24/05/28 11:18:01|はま|8074
24/05/28 11:18:22|はま|7808
24/05/28 11:20:01|はま|7102
24/05/28 11:20:21|はま|7787
24/05/28 11:21:06|はま|7338
24/05/28 11:21:31|はま|7669
24/05/28 11:22:17|はま|7929
24/05/28 11:22:45|はま|6998
24/05/28 11:22:58|はま|8852
24/05/28 11:23:46|はま|8789
24/05/28 11:24:23|はま|7695
24/05/28 11:24:37|はま|8548
24/05/28 11:24:52|はま|8573
24/05/28 11:25:19|はま|6931
24/05/28 11:25:59|はま|8045
24/05/28 11:26:19|はま|8522
24/05/28 11:26:39|はま|7917
24/05/28 11:26:58|はま|8108
24/05/28 11:27:09|はま|9129
